movie,director,movie_year,critic,critic_country,critic_org,Bechdel_test,director_gender
Yi Yi: A One and a Two,Edward Yang,2000,Yael Shuv,Israel,Time Out Tel Aviv,,M
Spirited Away,Hayao Miyazaki,2001,Yael Shuv,Israel,Time Out Tel Aviv,pass,M
Margaret,Kenneth Lonergan,2011,Yael Shuv,Israel,Time Out Tel Aviv,pass,M
There Will Be Blood,Paul Thomas Anderson,2007,Yael Shuv,Israel,Time Out Tel Aviv,nopass,M
The Grand Budapest Hotel,Wes Anderson,2014,Yael Shuv,Israel,Time Out Tel Aviv,nopass,M
Still Walking,Hirokazu Koreeda,2008,Yael Shuv,Israel,Time Out Tel Aviv,,
Moolaadé,Ousmane Sembène,2004,Yael Shuv,Israel,Time Out Tel Aviv,,
Memento,Christopher Nolan,2000,Yael Shuv,Israel,Time Out Tel Aviv,nopass,M
Oldboy,Park Chan-wook,2003,Yael Shuv,Israel,Time Out Tel Aviv,nopass,
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Yael Shuv,Israel,Time Out Tel Aviv,,M
Boyhood,Richard Linklater,2014,Matt Singer,US,ScreenCrush,pass,M
Holy Motors,Leos Carax,2012,Matt Singer,US,ScreenCrush,nopass,
Mulholland Drive,David Lynch,2001,Matt Singer,US,ScreenCrush,,M
Memento,Christopher Nolan,2000,Matt Singer,US,ScreenCrush,nopass,M
The Master,Paul Thomas Anderson,2012,Matt Singer,US,ScreenCrush,nopass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Matt Singer,US,ScreenCrush,nopass,M
The Diving Bell and the Butterfly,Julian Schnabel,2007,Matt Singer,US,ScreenCrush,nopass,M
My Winnipeg,Guy Maddin,2007,Matt Singer,US,ScreenCrush,,M
Inside Out,Pete Docter,2015,Matt Singer,US,ScreenCrush,pass,
Step Brothers,Adam McKay,2008,Matt Singer,US,ScreenCrush,nopass,M
Bright Star,Jane Campion,2009,Justine A Smith,Canada,Freelance film critic,pass,F
Mad Max: Fury Road,George Miller,2015,Justine A Smith,Canada,Freelance film critic,pass,M
Caché,Michael Haneke,2005,Justine A Smith,Canada,Freelance film critic,,M
Zodiac,David Fincher,2007,Justine A Smith,Canada,Freelance film critic,nopass,M
Mr Turner,Mike Leigh,2014,Justine A Smith,Canada,Freelance film critic,,M
Amour,Michael Haneke,2012,Justine A Smith,Canada,Freelance film critic,pass,M
The Master,Paul Thomas Anderson,2012,Justine A Smith,Canada,Freelance film critic,nopass,M
Only Lovers Left Alive,Jim Jarmusch,2013,Justine A Smith,Canada,Freelance film critic,pass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Justine A Smith,Canada,Freelance film critic,nopass,M
Tabu,Miguel Gomes,2012,Justine A Smith,Canada,Freelance film critic,pass,
Memento,Christopher Nolan,2000,Eric D Snider,US,Freelance film critic,nopass,M
Requiem for a Dream,Darren Aronofsky,2000,Eric D Snider,US,Freelance film critic,pass,M
The Lord of the Rings: The Return of the King,Peter Jackson,2003,Eric D Snider,US,Freelance film critic,nopass,M
Drive,Nicolas Winding Refn,2011,Eric D Snider,US,Freelance film critic,pass,M
Holy Motors,Leos Carax,2012,Eric D Snider,US,Freelance film critic,nopass,
Mad Max: Fury Road,George Miller,2015,Eric D Snider,US,Freelance film critic,pass,M
Kill List,Ben Wheatley,2011,Eric D Snider,US,Freelance film critic,pass,
Toy Story 3,Lee Unkrich,2010,Eric D Snider,US,Freelance film critic,pass,M
Kiss Kiss Bang Bang,Shane Black,2005,Eric D Snider,US,Freelance film critic,nopass,
Inside Llewyn Davis,Joel and Ethan Coen,2013,Eric D Snider,US,Freelance film critic,nopass,M
Mulholland Drive,David Lynch,2001,Soh Jae Yong,South Korea,Seoul Institute of the Arts,,M
No Country For Old Men,Joel and Ethan Coen,2007,Soh Jae Yong,South Korea,Seoul Institute of the Arts,,M
Amélie,Jean-Pierre Jeunet,2001,Soh Jae Yong,South Korea,Seoul Institute of the Arts,,M
Memento,Christopher Nolan,2000,Soh Jae Yong,South Korea,Seoul Institute of the Arts,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Soh Jae Yong,South Korea,Seoul Institute of the Arts,,M
Talk to Her,Pedro Almodóvar,2002,Soh Jae Yong,South Korea,Seoul Institute of the Arts,,M
Memories of Murder,Bong Joon-ho,2003,Soh Jae Yong,South Korea,Seoul Institute of the Arts,pass,
WALL-E,Andrew Stanton,2008,Soh Jae Yong,South Korea,Seoul Institute of the Arts,nopass,M
Bowling for Columbine,Michael Moore,2002,Soh Jae Yong,South Korea,Seoul Institute of the Arts,,M
Children of Men,Alfonso Cuarón,2006,Soh Jae Yong,South Korea,Seoul Institute of the Arts,pass,M
Mulholland Drive,David Lynch,2001,Fernanda Solórzano,Mexico,Letras Libres Magazine,,M
Son of Saul,László Nemes,2015,Fernanda Solórzano,Mexico,Letras Libres Magazine,,
Ida,Paweł Pawlikowski,2013,Fernanda Solórzano,Mexico,Letras Libres Magazine,pass,
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Fernanda Solórzano,Mexico,Letras Libres Magazine,nopass,M
The White Ribbon,Michael Haneke,2009,Fernanda Solórzano,Mexico,Letras Libres Magazine,,M
Still Walking,Hirokazu Koreeda,2008,Fernanda Solórzano,Mexico,Letras Libres Magazine,,
The Act of Killing,Joshua Oppenheimer,2012,Fernanda Solórzano,Mexico,Letras Libres Magazine,,
Dogville,Lars von Trier,2003,Fernanda Solórzano,Mexico,Letras Libres Magazine,pass,M
Birdman,Alejandro González Iñárritu,2014,Fernanda Solórzano,Mexico,Letras Libres Magazine,pass,M
Grizzly Man,Werner Herzog,2005,Fernanda Solórzano,Mexico,Letras Libres Magazine,,M
Amour,Michael Haneke,2012,David Stratton,Australia,The Australian,pass,M
Distant,Nuri Bilge Ceylan,2002,David Stratton,Australia,The Australian,,
A Separation,Asghar Farhadi,2011,David Stratton,Australia,The Australian,pass,M
Samson & Delilah,Warwick Thornton,2009,David Stratton,Australia,The Australian,,
Leviathan,Andrey Zvyagintsev,2014,David Stratton,Australia,The Australian,pass,
Still Walking,Hirokazu Koreeda,2008,David Stratton,Australia,The Australian,,
Talk to Her,Pedro Almodóvar,2002,David Stratton,Australia,The Australian,,M
Million Dollar Baby,Clint Eastwood,2004,David Stratton,Australia,The Australian,pass,M
No Country For Old Men,Joel and Ethan Coen,2007,David Stratton,Australia,The Australian,,M
The Man Without A Past,Aki Kaurismäki,2002,David Stratton,Australia,The Australian,,M
Mysteries of Lisbon,Raoul Ruiz,2010,Cédric Succivalli,Italy,International Cinephile Society,pass,
Margaret,Kenneth Lonergan,2011,Cédric Succivalli,Italy,International Cinephile Society,pass,M
The New World,Terrence Malick,2005,Cédric Succivalli,Italy,International Cinephile Society,pass,M
Secret Things,Jean-Claude Brisseau,2002,Cédric Succivalli,Italy,International Cinephile Society,,
La Ciénaga,Lucrecia Martel,2001,Cédric Succivalli,Italy,International Cinephile Society,,F
Toni Erdmann,Maren Ade,2016,Cédric Succivalli,Italy,International Cinephile Society,pass,
In the Family,Patrick Wang,2011,Cédric Succivalli,Italy,International Cinephile Society,,
Tabu,Miguel Gomes,2012,Cédric Succivalli,Italy,International Cinephile Society,pass,
Gerry,Gus Van Sant,2002,Cédric Succivalli,Italy,International Cinephile Society,nopass,M
Tropical Malady,Apichatpong Weerasethakul,2004,Cédric Succivalli,Italy,International Cinephile Society,nopass,M
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,Alin Tasciyan,Turkey,Star,,
The Return,Andrey Zvyagintsev,2003,Alin Tasciyan,Turkey,Star,,
The White Ribbon,Michael Haneke,2009,Alin Tasciyan,Turkey,Star,,M
In the Mood for Love,Wong Kar-wai,2000,Alin Tasciyan,Turkey,Star,,M
Songs from the Second Floor,Roy Andersson,2000,Alin Tasciyan,Turkey,Star,,M
Journey to the West,Tsai Ming-liang,2014,Alin Tasciyan,Turkey,Star,,M
The 3 Rooms of Melancholia,Pirjo Honkasalo,2004,Alin Tasciyan,Turkey,Star,,
The Gleaners and I,Agnès Varda,2000,Alin Tasciyan,Turkey,Star,pass,F
Spirited Away,Hayao Miyazaki,2001,Alin Tasciyan,Turkey,Star,pass,M
Japon,Carlos Reygadas,2002,Alin Tasciyan,Turkey,Star,,
Blue Is the Warmest Color,Abdellatif Kechiche,2013,Charles Taylor,US,The Yale Review,pass,
Only Lovers Left Alive,Jim Jarmusch,2013,Charles Taylor,US,The Yale Review,pass,M
Mulholland Drive,David Lynch,2001,Charles Taylor,US,The Yale Review,,M
Somewhere,Sofia Coppola,2010,Charles Taylor,US,The Yale Review,pass,F
25th Hour,Spike Lee,2002,Charles Taylor,US,The Yale Review,nopass,M
Inglourious Basterds,Quentin Tarantino,2009,Charles Taylor,US,The Yale Review,pass,M
The Artist,Michel Hazanavicius,2011,Charles Taylor,US,The Yale Review,nopass,M
Phoenix,Christian Petzold,2014,Charles Taylor,US,The Yale Review,pass,
Femme Fatale,Brian De Palma,2002,Charles Taylor,US,The Yale Review,pass,M
Fantastic Mr Fox,Wes Anderson,2009,Charles Taylor,US,The Yale Review,,M
Neighboring Sounds,Kleber Mendonça Filho,2012,Ella Taylor,US,NPR.org,pass,
The Master,Paul Thomas Anderson,2012,Ella Taylor,US,NPR.org,nopass,M
The Band’s Visit,Eran Kolirin,2007,Ella Taylor,US,NPR.org,,
Time Out,Laurent Cantet,2001,Ella Taylor,US,NPR.org,,
Margaret,Kenneth Lonergan,2011,Ella Taylor,US,NPR.org,pass,M
Ratatouille,Brad Bird and Jan Pinkava,2007,Ella Taylor,US,NPR.org,nopass,
Burning Bush,Agnieszka Holland,2013,Ella Taylor,US,NPR.org,,F
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Ella Taylor,US,NPR.org,,
Leviathan,Andrey Zvyagintsev,2014,Ella Taylor,US,NPR.org,pass,
Barbara,Christian Petzold,2012,Ella Taylor,US,NPR.org,pass,
The Assassin,Hou Hsiao-hsien,2015,Stephen Teo,Singapore,Nanyang Techological University,,M
The Grand Budapest Hotel,Wes Anderson,2014,Stephen Teo,Singapore,Nanyang Techological University,nopass,M
Inception,Christopher Nolan,2010,Stephen Teo,Singapore,Nanyang Techological University,pass,M
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,Stephen Teo,Singapore,Nanyang Techological University,pass,M
The Act of Killing,Joshua Oppenheimer,2012,Stephen Teo,Singapore,Nanyang Techological University,,
No Country For Old Men,Joel and Ethan Coen,2007,Stephen Teo,Singapore,Nanyang Techological University,,M
A Tale of Two Sisters,Kim Jee-woon,2003,Stephen Teo,Singapore,Nanyang Techological University,pass,
Still Life,Jia Zhangke,2006,Stephen Teo,Singapore,Nanyang Techological University,nopass,
Spirited Away,Hayao Miyazaki,2001,Stephen Teo,Singapore,Nanyang Techological University,pass,M
In the Mood for Love,Wong Kar-wai,2000,Stephen Teo,Singapore,Nanyang Techological University,,M
Goodbye to Language,Jean-Luc Godard,2014,Kristin Thompson,US,University of Wisconsin-Madison,,M
Russian Ark,Aleksandr Sokurov,2002,Kristin Thompson,US,University of Wisconsin-Madison,,M
Holy Motors,Leos Carax,2012,Kristin Thompson,US,University of Wisconsin-Madison,nopass,
In the Mood for Love,Wong Kar-wai,2000,Kristin Thompson,US,University of Wisconsin-Madison,,M
Gravity,Alfonso Cuarón,2013,Kristin Thompson,US,University of Wisconsin-Madison,nopass,M
There Will Be Blood,Paul Thomas Anderson,2007,Kristin Thompson,US,University of Wisconsin-Madison,nopass,M
About Elly,Asghar Farhadi,2009,Kristin Thompson,US,University of Wisconsin-Madison,pass,M
Moonrise Kingdom,Wes Anderson,2012,Kristin Thompson,US,University of Wisconsin-Madison,pass,M
The Headless Woman,Lucrecia Martel,2008,Kristin Thompson,US,University of Wisconsin-Madison,,F
Pan's Labyrinth,Guillermo Del Toro,2006,Kristin Thompson,US,University of Wisconsin-Madison,,
The Tree of Life,Terrence Malick,2011,Scott Tobias,US,Freelance film critic,nopass,M
Boyhood,Richard Linklater,2014,Scott Tobias,US,Freelance film critic,pass,M
Zodiac,David Fincher,2007,Scott Tobias,US,Freelance film critic,nopass,M
Yi Yi: A One and a Two,Edward Yang,2000,Scott Tobias,US,Freelance film critic,,M
Margaret,Kenneth Lonergan,2011,Scott Tobias,US,Freelance film critic,pass,M
Meek's Cutoff,Kelly Reichardt,2010,Scott Tobias,US,Freelance film critic,nopass,M
25th Hour,Spike Lee,2002,Scott Tobias,US,Freelance film critic,nopass,M
A Separation,Asghar Farhadi,2011,Scott Tobias,US,Freelance film critic,pass,M
Certified Copy,Abbas Kiarostami,2010,Scott Tobias,US,Freelance film critic,pass,M
There Will Be Blood,Paul Thomas Anderson,2007,Scott Tobias,US,Freelance film critic,nopass,M
Mulholland Drive,David Lynch,2001,Peter Travers,US,Rolling Stone,,M
There Will Be Blood,Paul Thomas Anderson,2007,Peter Travers,US,Rolling Stone,nopass,M
No Country For Old Men,Joel and Ethan Coen,2007,Peter Travers,US,Rolling Stone,,M
The Social Network,David Fincher,2010,Peter Travers,US,Rolling Stone,nopass,M
Children of Men,Alfonso Cuarón,2006,Peter Travers,US,Rolling Stone,pass,M
The Departed,Martin Scorsese,2006,Peter Travers,US,Rolling Stone,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Peter Travers,US,Rolling Stone,,M
12 Years a Slave,Steve McQueen,2013,Peter Travers,US,Rolling Stone,pass,M
Memento,Christopher Nolan,2000,Peter Travers,US,Rolling Stone,nopass,M
Manchester by the Sea,Kenneth Lonergan,2016,Peter Travers,US,Rolling Stone,pass,M
The Dark Knight,Christopher Nolan,2008,Brian Truitt,US,USA Today,pass,M
Mad Max: Fury Road,George Miller,2015,Brian Truitt,US,USA Today,pass,M
Captain America: Winter Soldier,Anthony and Joe Russo,2014,Brian Truitt,US,USA Today,,
Star Wars: Episode VII – The Force Awakens,J. J. Abrams,2015,Brian Truitt,US,USA Today,,
Love Actually,Richard Curtis,2003,Brian Truitt,US,USA Today,pass,
Brick,Rian Johnson,2005,Brian Truitt,US,USA Today,nopass,M
Chicago,Rob Marshall,2002,Brian Truitt,US,USA Today,pass,M
Tropic Thunder,Ben Stiller,2008,Brian Truitt,US,USA Today,nopass,
High Fidelity,Stephen Frears,2000,Brian Truitt,US,USA Today,nopass,M
Silver Linings Playbook,David O. Russell,2012,Brian Truitt,US,USA Today,pass,M
City of God,Fernando Meirelles and Kátia Lund,2002,Rahul Verma,UK,Freelance film critic,nopass,
The Dark Knight,Christopher Nolan,2008,Rahul Verma,UK,Freelance film critic,pass,M
Pan's Labyrinth,Guillermo Del Toro,2006,Rahul Verma,UK,Freelance film critic,,
The Lives of Others,Florian Henckel von Donnersmarck,2006,Rahul Verma,UK,Freelance film critic,,M
Four Lions,Christopher Morris,2010,Rahul Verma,UK,Freelance film critic,nopass,
Amores Perros,Alejandro González Iñárritu,2000,Rahul Verma,UK,Freelance film critic,nopass,M
Gangs of Wasseypur,Anurag Kashyap,2012,Rahul Verma,UK,Freelance film critic,,M
District 9,Neill Blomkamp,2009,Rahul Verma,UK,Freelance film critic,nopass,M
Lagaan: Once Upon a Time in India,Ashutosh Gowariker,2001,Rahul Verma,UK,Freelance film critic,,M
This Is England,Shane Meadows,2006,Rahul Verma,UK,Freelance film critic,,
Mulholland Drive,David Lynch,2001,Wen Tien-Hsiang,Taiwan,Taipei Golden Horse Film Festival,,M
The Assassin,Hou Hsiao-hsien,2015,Wen Tien-Hsiang,Taiwan,Taipei Golden Horse Film Festival,,M
A Separation,Asghar Farhadi,2011,Wen Tien-Hsiang,Taiwan,Taipei Golden Horse Film Festival,pass,M
Moulin Rouge!,Baz Luhrmann,2001,Wen Tien-Hsiang,Taiwan,Taipei Golden Horse Film Festival,pass,M
Tropical Malady,Apichatpong Weerasethakul,2004,Wen Tien-Hsiang,Taiwan,Taipei Golden Horse Film Festival,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Wen Tien-Hsiang,Taiwan,Taipei Golden Horse Film Festival,,M
Spirited Away,Hayao Miyazaki,2001,Wen Tien-Hsiang,Taiwan,Taipei Golden Horse Film Festival,pass,M
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Wen Tien-Hsiang,Taiwan,Taipei Golden Horse Film Festival,,
Yi Yi: A One and a Two,Edward Yang,2000,Wen Tien-Hsiang,Taiwan,Taipei Golden Horse Film Festival,,M
Bowling for Columbine,Michael Moore,2002,Wen Tien-Hsiang,Taiwan,Taipei Golden Horse Film Festival,,M
Shame,Steve McQueen,2011,Stephen Whitty,US,Freelance film critic,nopass,M
There Will Be Blood,Paul Thomas Anderson,2007,Stephen Whitty,US,Freelance film critic,nopass,M
Pan's Labyrinth,Guillermo Del Toro,2006,Stephen Whitty,US,Freelance film critic,,
The Skin I Live In,Pedro Almodóvar,2011,Stephen Whitty,US,Freelance film critic,pass,M
Boyhood,Richard Linklater,2014,Stephen Whitty,US,Freelance film critic,pass,M
The Hurt Locker,Kathryn Bigelow,2008,Stephen Whitty,US,Freelance film critic,nopass,F
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Stephen Whitty,US,Freelance film critic,,
A Separation,Asghar Farhadi,2011,Stephen Whitty,US,Freelance film critic,pass,M
The Royal Tenenbaums,Wes Anderson,2001,Stephen Whitty,US,Freelance film critic,pass,M
No Country For Old Men,Joel and Ethan Coen,2007,Stephen Whitty,US,Freelance film critic,,M
No Country For Old Men,Joel and Ethan Coen,2007,Alissa Wilkinson,US,Christianity Today,,M
There Will Be Blood,Paul Thomas Anderson,2007,Alissa Wilkinson,US,Christianity Today,nopass,M
WALL-E,Andrew Stanton,2008,Alissa Wilkinson,US,Christianity Today,nopass,M
Spotlight,Tom McCarthy,2015,Alissa Wilkinson,US,Christianity Today,nopass,M
Once,John Carney,2007,Alissa Wilkinson,US,Christianity Today,nopass,
The Social Network,David Fincher,2010,Alissa Wilkinson,US,Christianity Today,nopass,M
The Act of Killing,Joshua Oppenheimer,2012,Alissa Wilkinson,US,Christianity Today,,
Mad Max: Fury Road,George Miller,2015,Alissa Wilkinson,US,Christianity Today,pass,M
Selma,Ava DuVernay,2014,Alissa Wilkinson,US,Christianity Today,pass,
Yi Yi: A One and a Two,Edward Yang,2000,Alissa Wilkinson,US,Christianity Today,,M
Like Someone In Love,Abbas Kiarostami,2012,Jake Wilson,Australia,Fairfax Media,,M
AI: Artificial Intelligence,Steven Spielberg,2001,Jake Wilson,Australia,Fairfax Media,,M
The Story of Marie and Julien,Jacques Rivette,2003,Jake Wilson,Australia,Fairfax Media,,M
The Deep Blue Sea,Terence Davies,2011,Jake Wilson,Australia,Fairfax Media,pass,M
Film socialisme,Jean-Luc Godard,2010,Jake Wilson,Australia,Fairfax Media,,M
The Tree of Life,Terrence Malick,2011,Jake Wilson,Australia,Fairfax Media,nopass,M
Blissfully Yours,Apichatpong Weerasethakul,2002,Jake Wilson,Australia,Fairfax Media,,M
Be Kind Rewind,Michel Gondry,2008,Jake Wilson,Australia,Fairfax Media,nopass,M
Frontier of Dawn,Philippe Garrel,2008,Jake Wilson,Australia,Fairfax Media,,
I Don't Want to Sleep Alone,Tsai Ming-liang,2006,Jake Wilson,Australia,Fairfax Media,,M
Mulholland Drive,David Lynch,2001,Stephanie Zacharek,US,Time Magazine,,M
Kings and Queen,Arnaud Desplechin,2004,Stephanie Zacharek,US,Time Magazine,,M
Yi Yi: A One and a Two,Edward Yang,2000,Stephanie Zacharek,US,Time Magazine,,M
Oldboy,Park Chan-wook,2003,Stephanie Zacharek,US,Time Magazine,nopass,
Antichrist,Lars von Trier,2009,Stephanie Zacharek,US,Time Magazine,nopass,M
Children of Men,Alfonso Cuarón,2006,Stephanie Zacharek,US,Time Magazine,pass,M
Lost in Translation,Sofia Coppola,2003,Stephanie Zacharek,US,Time Magazine,,F
Femme Fatale,Brian De Palma,2002,Stephanie Zacharek,US,Time Magazine,pass,M
Casino Royale,Martin Campbell,2006,Stephanie Zacharek,US,Time Magazine,nopass,M
Blue Is the Warmest Color,Abdellatif Kechiche,2013,Stephanie Zacharek,US,Time Magazine,pass,
In the Mood for Love,Wong Kar-wai,2000,Chadi Zeneddine,Qatar,Doha Film Institute,,M
The Tree of Life,Terrence Malick,2011,Chadi Zeneddine,Qatar,Doha Film Institute,nopass,M
A Prophet,Jacques Audiard,2009,Chadi Zeneddine,Qatar,Doha Film Institute,,M
Amélie,Jean-Pierre Jeunet,2001,Chadi Zeneddine,Qatar,Doha Film Institute,,M
Spirited Away,Hayao Miyazaki,2001,Chadi Zeneddine,Qatar,Doha Film Institute,pass,M
Brokeback Mountain,Ang Lee,2005,Chadi Zeneddine,Qatar,Doha Film Institute,nopass,M
Talk to Her,Pedro Almodóvar,2002,Chadi Zeneddine,Qatar,Doha Film Institute,,M
Mulholland Drive,David Lynch,2001,Chadi Zeneddine,Qatar,Doha Film Institute,,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Chadi Zeneddine,Qatar,Doha Film Institute,nopass,M
Amour,Michael Haneke,2012,Chadi Zeneddine,Qatar,Doha Film Institute,pass,M
"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003,Raymond Zhou,China,China Daily,,M
The Hours,Stephen Daldry,2002,Raymond Zhou,China,China Daily,pass,M
The Sun Also Rises,Jiang Wen,2007,Raymond Zhou,China,China Daily,,
A Separation,Asghar Farhadi,2011,Raymond Zhou,China,China Daily,pass,M
"Lust, Caution",Ang Lee,2007,Raymond Zhou,China,China Daily,pass,M
The Lives of Others,Florian Henckel von Donnersmarck,2006,Raymond Zhou,China,China Daily,,M
Still Life,Jia Zhangke,2006,Raymond Zhou,China,China Daily,nopass,
Birdman,Alejandro González Iñárritu,2014,Raymond Zhou,China,China Daily,pass,M
Infernal Affairs,Andrew Lau and Alan Mak,2002,Raymond Zhou,China,China Daily,nopass,
City of God,Fernando Meirelles and Kátia Lund,2002,Raymond Zhou,China,China Daily,nopass,
